"latitude","longitude","hh_number","malaria_prevention","id_household"
0.667465297357464,-63.9852005099229,1,"IRS + LLINs",30040000
0.721384390340237,-64.0874962237006,9,"IRS + LLINs",20030245
0.559015267804508,-63.9868519591834,3,"None",50070034
0.521303763545018,-64.3121078353597,4,"IRS + LLINs",30010069
0.725220134342383,-64.067850993368,5,"LLINs",30060284
0.585564833985063,-64.0950220464217,4,"LLINs",20070024
0.688698867255243,-63.942887002695,1,"LLINs",30060037
0.737237900079245,-64.1073234539973,4,"None",50100034
0.552986205126629,-64.2323220539305,4,"IRS + LLINs",30010050
0.537494579547269,-63.9477912498158,5,"None",20120377
0.73794922108355,-63.9885216585208,3,"IRS",20040141
0.682141563971611,-64.1776180771825,4,"LLINs",40080141
0.631711671853665,-64.1500987525265,2,"IRS + LLINs",40070196
0.669968794275218,-64.022684119418,4,"LLINs",50060189
0.691667848634869,-64.2552306165485,4,"None",20060180
0.47260238861082,-64.0030802260214,4,"IRS + LLINs",40070199
0.479065906138008,-63.9985506588283,4,"None",20060201
0.444501545791061,-64.1808777402173,3,"LLINs",20080024
0.779425971582406,-63.9560811347752,4,"IRS + LLINs",30010416
0.476790694212667,-64.3369444095089,8,"LLINs",50080088
0.579161400503043,-64.0039558629466,4,"None",30020104
0.371179072936317,-64.1499909189335,6,"LLINs",10030034
0.715795897672179,-64.2313752465508,3,"LLINs",40110037
0.537186588235241,-64.0905441215302,4,"IRS",50140003
0.561916921274225,-64.2250604202872,6,"IRS",20020174
0.774090905630885,-64.0750199590594,4,"IRS + LLINs",40070190
0.530274948490205,-63.9563188145276,4,"IRS + LLINs",40010125
0.690606319403301,-64.1125241831663,2,"LLINs",40060201
0.707629800294945,-64.0815273395346,6,"IRS",20040223
0.448101762718991,-64.1814484992912,2,"IRS + LLINs",10060109
0.380115490812716,-64.0100307242127,5,"None",20060183
0.503983555729836,-63.9804508589135,3,"LLINs",40080091
0.662673353875215,-64.2033646212613,4,"IRS + LLINs",20030102
0.70049726499383,-64.1490746408507,4,"LLINs",30060081
0.648819392550242,-63.9651011604155,3,"None",50100112
0.775285429823682,-64.1599377858189,4,"LLINs",50050136
0.356236761967685,-64.2745773021446,2,"None",20110247
0.52509853721978,-64.0642452110921,2,"None",20120648
0.64460977979814,-64.0381755593271,1,"None",20060222
0.399280302338847,-64.0748589880907,4,"IRS + LLINs",30060343
0.361438343174596,-64.2756646118752,5,"LLINs",50060154
0.421574202914773,-63.9360827358566,1,"IRS",20050224
0.690378366351874,-64.3657641094113,4,"LLINs",40080000
0.738773158075045,-63.9624818848485,1,"IRS + LLINs",40090073
0.50102482760346,-64.3284905596569,5,"LLINs",20090047
0.474774400346057,-63.9917940569017,4,"LLINs",50140114
0.464359055016366,-64.1192238563855,5,"LLINs",50050211
0.785396374572312,-64.097056364798,3,"LLINs",30060243
0.578647927652818,-64.0033860735994,3,"LLINs",40020060
0.667469024955094,-64.250411692376,3,"LLINs",50050137
0.766874582866534,-64.3508765353156,5,"IRS + LLINs",40070155
0.62894209324462,-64.3065782018543,5,"IRS + LLINs",30010349
0.472945278299729,-64.3213971927969,3,"LLINs",20070014
0.768585764760076,-64.2898578554339,5,"IRS",20040248
0.675199431802549,-63.9358987617235,3,"LLINs",50050161
0.37439560981975,-64.2814690366362,3,"None",50040360
0.64001679586922,-64.2192371569637,5,"LLINs",30060179
0.738766688214875,-64.0570178868551,6,"LLINs",10050031
0.408299783491278,-64.0564927563297,5,"LLINs",50080021
0.783498902363694,-64.2399916894561,5,"LLINs",50120007
0.373049333220776,-64.2341300163114,3,"IRS + LLINs",30030090
0.431499838593147,-64.1751943555193,6,"None",20120079
0.365082463781383,-64.1965122202751,8,"LLINs",50050170
0.530288093038583,-63.9603872663755,4,"IRS + LLINs",30030508
0.674147207616191,-64.1279829176093,2,"LLINs",20080135
0.650038380950966,-64.0952588343737,3,"LLINs",10010129
0.573636205782065,-64.1416715785504,4,"None",20120225
0.391014785018229,-64.1416546187156,4,"IRS + LLINs",40090305
0.790636964246236,-64.178033240737,4,"None",20090253
0.607028164518116,-64.2708805183659,4,"IRS",10080051
0.677583703279437,-64.2250618403716,7,"IRS + LLINs",30070092
0.482321809019835,-64.2600310196324,8,"LLINs",40060069
0.716028181793093,-64.3683518977013,5,"Don't know",40080152
0.638085143387964,-64.2680505275541,4,"None",50020041
0.764094852212154,-63.9323019960395,7,"IRS",10080060
0.533087769832739,-64.1740912031429,4,"IRS",10040135
0.493519853153518,-63.9349405571703,12,"LLINs",50060067
0.684244965340581,-64.2536345060043,5,"None",20120267
0.667719922732302,-64.3078650839919,9,"IRS",10080053
0.550734155655184,-64.1154463133314,4,"None",20120417
0.718400698363957,-64.17370990042,4,"IRS",10040022
0.492316533730718,-63.9801725057002,4,"IRS",20050032
0.766614852837153,-63.9564860978448,4,"IRS + LLINs",20030130
0.638359932211177,-64.0903481276519,1,"None",50100176
0.704726990118396,-63.9900661615837,6,"IRS",20040204
0.677690789329081,-64.239023864618,3,"IRS",10052070
0.653381013247553,-63.9638503875416,6,"IRS",10070059
0.671361108414434,-64.305309762879,7,"IRS + LLINs",50110100
0.44142590448382,-64.3049432602881,5,"None",50120041
0.624057601154698,-64.1077995215515,6,"IRS",50140063
0.70022530716051,-63.9206548602455,5,"LLINs",20080009
0.461128644992446,-64.1285601565261,2,"LLINs",50130001
0.666164739887096,-64.3109822446013,5,"IRS",20040152
0.396202134084972,-64.2890859557771,4,"LLINs",50130059
0.686653558705044,-64.0199677965015,4,"IRS + LLINs",40090085
0.780185014163731,-64.0758423673626,5,"IRS",10060316
0.653791581875275,-64.118337353927,3,"None",20090168
0.65529064624264,-64.0330505338702,3,"IRS",10060304
0.54385195241574,-64.2142676436461,6,"IRS",20040127
0.416800262380333,-64.1926332862382,5,"None",20110052
0.566078726868313,-64.210224014013,3,"IRS + LLINs",20030115
0.396884640828824,-64.0883286411864,4,"None",50040160
0.694325680700886,-64.2964615361935,4,"None",50100098
0.519665570072872,-64.2578618768305,4,"LLINs",30060135
0.610570289046789,-63.9419849296511,4,"LLINs",10010048
0.527185123496739,-63.9236635409873,5,"IRS",10060094
0.446201963986874,-64.1275767473632,4,"None",50020026
0.595763534176465,-64.3484617412006,2,"IRS + LLINs",40090125
0.528458067147892,-64.0975746069702,4,"LLINs",40060073
0.743069828512139,-64.0437839987052,3,"LLINs",20080339
0.39679874089945,-64.1062430514984,7,"LLINs",50060062
0.38323342245026,-64.1317162567092,3,"IRS + LLINs",30050314
0.429771935683759,-64.2095135572328,4,"IRS",10060197
0.776119320430071,-64.3328064419089,5,"LLINs",50060009
0.553981367241767,-64.3110352901016,4,"LLINs",30020137
0.658435109351543,-64.2040591085949,3,"IRS + LLINs",30040152
0.370904350920815,-64.0985295617956,5,"IRS + LLINs",30040252
0.565653490119798,-64.2617322949758,5,"IRS + LLINs",30030189
0.375217671266019,-64.360696945051,5,"IRS + LLINs",40090034
0.633947456636349,-64.2292859251813,6,"LLINs",30060027
0.744243985687064,-64.3337294889906,5,"LLINs",30060077
0.442882351614073,-64.2558452205701,7,"IRS + LLINs",30070313
0.481724375341935,-64.3054126043615,6,"IRS + LLINs",20010109
0.74437691384058,-64.2021494510772,6,"None",20090150
0.369083201436217,-64.3056421066724,1,"IRS + LLINs",40050134
0.70706533124104,-64.1130117443841,6,"IRS",20040042
0.559639258544162,-64.1244156831777,6,"LLINs",10050089
0.39074394078661,-64.2951339645483,3,"None",20060023
0.763103842348372,-63.9431724202511,4,"IRS + LLINs",40090045
0.439791132678227,-64.0869320114884,5,"None",10020023
0.69073221995189,-64.3396609036955,3,"IRS + LLINs",20030042
0.549051234157848,-64.2873747198108,3,"None",50120045
0.656694530281909,-64.068082293858,4,"None",50010044
0.439090483183301,-63.9604276452266,4,"None",10020122
0.751834609406362,-64.0013780516408,4,"None",20120092
0.376665364173828,-64.16955437097,3,"IRS + LLINs",30040008
0.453844390426813,-64.2962563591729,2,"LLINs",20080086
0.472581137885289,-64.2941970394455,3,"None",10020080
0.700243046862862,-64.1531254840719,3,"IRS + LLINs",30070131
0.528509983871644,-64.1905510607807,1,"IRS + LLINs",30040000
0.480136382463891,-64.0107922214893,4,"LLINs",10010037
0.389614942373565,-64.0220908910224,4,"None",30020515
0.580015550836426,-64.1890635223993,4,"None",50040358
0.558009508748723,-64.084993131592,3,"None",20120179
0.799068141094208,-64.1829804503395,4,"None",50040092
0.41867747769368,-64.2042774186691,6,"LLINs",40060067
0.730254689872407,-64.0892012807267,2,"None",20110327
0.367954572091206,-63.9382510243005,2,"LLINs",40030065
0.705445208887838,-64.1544198017251,3,"LLINs",30060309
0.457659279410643,-64.0893774606522,5,"LLINs",30020081
0.4149503506551,-64.238587383856,5,"IRS",20050126
0.440513776488443,-64.1852784188117,7,"IRS + LLINs",30050096
0.45188932420237,-64.1684720320592,5,"IRS + LLINs",20030364
0.77545092437689,-64.2411506749564,6,"None",20120575
0.80006635790544,-63.9318630988267,5,"IRS + LLINs",50140040
0.494303868709191,-63.9712963389071,5,"None",50090023
